SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
10:48:44 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
10:48:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
10:48:49 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
10:48:49 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
10:48:51 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=1, pulse_base_cd=1)
10:48:51 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
10:48:57 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:57 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:58 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:58 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:58 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:58 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:58 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:48:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
10:49:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
10:49:03 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=1, pulse_base_cd=1)
10:49:06 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
10:49:06 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
10:49:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
10:49:14 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
10:49:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
10:49:29 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
10:49:29 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
10:49:29 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
10:57:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
10:57:31 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
11:04:03 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:04:03 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
11:05:16 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:05:16 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=1, pulse_base_cd=1)
11:05:20 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:05:20 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:20 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:05:25 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:25 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:05:30 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:05:30 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:30 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:05:30 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:05:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:05:33 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
11:05:33 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:05:38 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:05:38 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:05:41 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=0, pulse_base_cd=1)
11:05:41 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
11:05:44 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:44 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:44 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:45 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:45 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:45 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:46 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:46 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:46 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:47 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:47 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:47 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:48 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:48 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:48 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:05:50 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:05:50 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:05:56 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:05:57 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:06:12 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=1, pulse_base_cd=1)
11:06:12 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
11:06:18 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:19 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:19 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:19 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:19 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:20 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:20 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:20 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:23 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:06:23 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=1, pulse_base_cd=1)
11:06:26 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:06:26 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:06:26 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:06:29 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:06:29 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:06:34 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
11:06:34 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:06:34 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:06:34 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:06:34 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:06:36 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:06:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:06:40 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
11:06:40 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
11:06:43 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=0, pulse_base_cd=1)
11:06:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:06:51 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
11:06:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:06:55 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
11:06:55 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:06:58 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:07:04 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
11:07:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:07:08 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
11:07:08 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
11:07:12 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=0, pulse_base_cd=1)
11:07:12 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
11:07:15 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:15 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:15 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:45 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:46 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:48 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:49 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:51 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:55 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:56 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:57 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:57 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:58 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:58 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:58 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:58 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:59 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:59 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:07:59 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:08:00 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:08:00 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:08:00 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:08:01 DEBUG: character_update emitted (hp={'current': 3, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:08:50 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:09:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:09:04 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:09:07 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:09:07 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:09:07 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
11:10:13 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:10:13 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:13:13 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:13:13 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
11:17:07 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:17:07 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
11:19:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:19:51 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
11:22:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:24:56 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
11:25:07 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:25:17 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:25:17 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:25:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:25:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:25:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:26:04 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
11:26:12 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:26:20 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:26:20 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:26:20 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:26:23 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:26:26 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:26:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:26:37 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:26:40 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:26:42 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:26:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:26:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:26:50 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:27:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:27:13 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:27:21 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:27:24 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
11:40:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:40:04 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
11:41:20 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:41:20 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:41:29 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:41:29 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:41:29 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:41:29 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:41:29 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
11:43:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:43:47 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:43:55 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=7, pulse_cd=0, pulse_base_cd=1)
11:43:55 DEBUG: character_update emitted (hp={'current': 38, 'max': 38}, rp=2, pulse_cd=0, pulse_base_cd=1)
11:43:55 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:43:55 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:43:55 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
11:46:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
11:46:38 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
11:46:38 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
11:46:38 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:50:45 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
11:50:45 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
12:00:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:01:34 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:01:34 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:01:34 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:01:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:01:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:05:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:05:26 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
12:05:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:05:44 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:05:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:06:12 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:06:12 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:06:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:07:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:09:42 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:09:42 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
12:12:21 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:13:59 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:13:59 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:13:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:14:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:14:07 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:14:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:15:14 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:15:15 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:15:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:15:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:15:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:15:28 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:15:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:16:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:16:07 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:16:07 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:16:07 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
12:18:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:18:40 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:19:22 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:19:25 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:20:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:20:31 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
12:20:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:21:39 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
12:21:48 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:21:56 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:23:16 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:23:19 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:23:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:23:39 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:23:50 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:23:50 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:23:50 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:23:53 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:23:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:23:58 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:30:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:30:23 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
12:37:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:37:15 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
12:38:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:38:09 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
12:40:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:40:59 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
12:44:09 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:44:19 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:44:21 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
12:44:27 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:44:31 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:44:31 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:44:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:45:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:57:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:57:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:57:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:57:36 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
13:01:08 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:01:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:01:22 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:01:27 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:01:27 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:01:27 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:01:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:01:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:01:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:01:44 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:01:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:01:54 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:02:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:02:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:02:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
13:04:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:04:24 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:04:28 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:04:28 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
